Place,Total Housing Units,Occupied Units,Vacant Units,State ID,Place ID,Vacancy Rate
"Wilmot city, Arkansas",309,166,143,05,75890,46.27831715210356
"Pangburn city, Arkansas",287,227,60,05,53240,20.905923344947734
"Delight city, Arkansas",229,189,40,05,18100,17.46724890829694
"Holly Grove city, Arkansas",319,230,89,05,32800,27.89968652037618
"Tenakee Springs city, Alaska",197,68,129,02,76260,65.48223350253807
"Pleasant Valley CDP, Alaska",348,191,157,02,61120,45.11494252873563
"Ester CDP, Alaska",723,397,326,02,23460,45.08990318118949
"Fairbanks city, Alaska",13009,11025,1984,02,24230,15.250980090706435
"Fox CDP, Alaska",258,258,0,02,26870,0.0
"Tununak CDP, Alaska",79,71,8,02,79230,10.126582278481013
"Big Lake CDP, Alaska",2845,1116,1729,02,07070,60.77328646748682
"New Stuyahok city, Alaska",139,110,29,02,53710,20.863309352517987
"Nightmute city, Alaska",48,39,9,02,53930,18.75
"Kiana city, Alaska",116,72,44,02,39300,37.93103448275862
"Akiak city, Alaska",97,81,16,02,00870,16.49484536082474
"Kwethluk city, Alaska",214,153,61,02,42380,28.504672897196258
"Stony River CDP, Alaska",19,10,9,02,73400,47.368421052631575
"Fort Yukon city, Alaska",319,209,110,02,26760,34.48275862068966
"Grayling city, Alaska",72,57,15,02,30060,20.833333333333336
"Rampart CDP, Alaska",42,20,22,02,64820,52.38095238095239
"Tanana city, Alaska",148,96,52,02,75160,35.13513513513514
"Kivalina city, Alaska",136,117,19,02,39960,13.970588235294118
"Red Dog Mine CDP, Alaska",0,0,0,02,64980,
"Aleknagik city, Alaska",129,62,67,02,01420,51.93798449612403
"Ekwok city, Alaska",44,25,19,02,21810,43.18181818181818
"Ambler city, Alaska",97,78,19,02,01970,19.587628865979383
"Kotzebue city, Alaska",1222,942,280,02,41830,22.913256955810148
"Arctic Village CDP, Alaska",81,55,26,02,03990,32.098765432098766
"Coldfoot CDP, Alaska",0,0,0,02,16630,
"Galena city, Alaska",270,193,77,02,27530,28.51851851851852
"Manley Hot Springs CDP, Alaska",124,35,89,02,46780,71.7741935483871
"Venetie CDP, Alaska",85,50,35,02,82420,41.17647058823529
"Salcha CDP, Alaska",480,347,133,02,66550,27.708333333333336
"Halibut Cove CDP, Alaska",222,39,183,02,31270,82.43243243243244
"Kalifornsky CDP, Alaska",3741,3063,678,02,37250,18.123496391339213
"Atmautluak CDP, Alaska",55,51,4,02,04430,7.2727272727272725
"Bethel city, Alaska",2439,1946,493,02,06520,20.213202132021323
"Crooked Creek CDP, Alaska",40,31,9,02,17850,22.5
"Eek city, Alaska",126,111,15,02,21040,11.904761904761903
"Kodiak Station CDP, Alaska",372,340,32,02,41210,8.60215053763441
"Brevig Mission city, Alaska",99,96,3,02,08740,3.0303030303030303
"Nome city, Alaska",1541,1269,272,02,54920,17.65087605451006
"Savoonga city, Alaska",253,211,42,02,67460,16.600790513833992
"Chiniak CDP, Alaska",18,0,18,02,13860,100.0
"Larsen Bay city, Alaska",84,25,59,02,43040,70.23809523809523
"Ouzinkie city, Alaska",104,65,39,02,58550,37.5
"Womens Bay CDP, Alaska",334,320,14,02,85680,4.191616766467066
"Nelson Lagoon CDP, Alaska",36,28,8,02,52940,22.22222222222222
"Beluga CDP, Alaska",25,4,21,02,06245,84.0
"Funny River CDP, Alaska",1064,431,633,02,27145,59.49248120300752
"Kasilof CDP, Alaska",236,149,87,02,38090,36.86440677966102
"Cantwell CDP, Alaska",214,93,121,02,10150,56.54205607476636
"Ferry CDP, Alaska",33,6,27,02,25220,81.81818181818183
"Wainwright city, Alaska",162,131,31,02,82750,19.1358024691358
"Attu Station CDP, Alaska",0,0,0,02,04670,
"Fritz Creek CDP, Alaska",1115,754,361,02,27090,32.37668161434978
"Kenai city, Alaska",3564,3117,447,02,38420,12.542087542087543
"Primrose CDP, Alaska",50,43,7,02,64240,14.000000000000002
"Seldovia Village CDP, Alaska",211,77,134,02,68370,63.507109004739334
"Game Creek CDP, Alaska",4,0,4,02,27700,100.0
"Diomede city, Alaska",48,32,16,02,19060,33.33333333333333
"St. Michael city, Alaska",125,108,17,02,66360,13.600000000000001
"Stebbins city, Alaska",121,112,9,02,72960,7.43801652892562
"Akhiok city, Alaska",32,16,16,02,00650,50.0
"Old Harbor city, Alaska",113,83,30,02,57340,26.548672566371685
"Chevak city, Alaska",263,215,48,02,13230,18.250950570342205
"Emmonak city, Alaska",215,179,36,02,22910,16.74418604651163
"Elaine city, Arkansas",316,276,40,05,20950,12.658227848101266
"Rector city, Arkansas",956,813,143,05,58490,14.958158995815898
"Sidney town, Arkansas",82,72,10,05,64280,12.195121951219512
"Warren city, Arkansas",2726,2321,405,05,73310,14.856933235509906
"Keo town, Arkansas",106,84,22,05,36550,20.754716981132077
"Bryant city, Arkansas",8520,8003,517,05,09460,6.068075117370892
"Haskell city, Arkansas",1269,1126,143,05,30640,11.268715524034672
"Crossett city, Arkansas",2648,2062,586,05,16240,22.129909365558913
"Parkdale city, Arkansas",118,78,40,05,53510,33.89830508474576
"Cherry Valley city, Arkansas",339,276,63,05,13540,18.58407079646018
"Marked Tree city, Arkansas",1172,922,250,05,44210,21.331058020477816
"Belleville city, Arkansas",218,166,52,05,04960,23.853211009174313
"Corinth town, Arkansas",31,24,7,05,15310,22.58064516129032
"Plainview city, Arkansas",355,233,122,05,55970,34.36619718309859
"Cammack Village city, Arkansas",365,353,12,05,10780,3.287671232876712
"College Station CDP, Arkansas",300,232,68,05,14860,22.666666666666664
"Little Rock city, Arkansas",95721,81369,14352,05,41000,14.993575077569185
"Marie town, Arkansas",27,23,4,05,44150,14.814814814814813
"Jennette town, Arkansas",71,48,23,05,35040,32.3943661971831
"West Memphis city, Arkansas",10976,9742,1234,05,74540,11.242711370262391
"Monette city, Arkansas",832,767,65,05,46400,7.8125
"Blytheville city, Arkansas",7742,5841,1901,05,07330,24.554378713510722
"McNab town, Arkansas",28,13,15,05,43070,53.57142857142857
"Birdsong town, Arkansas",23,14,9,05,06340,39.130434782608695
"Dyess town, Arkansas",125,100,25,05,20230,20.0
"Joiner city, Arkansas",266,245,21,05,35650,7.894736842105263
"Batesville city, Arkansas",4463,4023,440,05,04030,9.858839345731571
"Oak Grove Heights town, Arkansas",401,341,60,05,51060,14.962593516209477
"Calico Rock city, Arkansas",647,514,133,05,10570,20.556414219474497
"West Fork city, Arkansas",1007,940,67,05,74360,6.653426017874876
"Oil Trough town, Arkansas",145,82,63,05,51410,43.44827586206896
"McDougal town, Arkansas",91,68,23,05,42560,25.274725274725274
"Plumerville city, Arkansas",469,403,66,05,56480,14.072494669509595
"Austin city, Arkansas",1204,1109,95,05,02860,7.8903654485049834
"West Crossett CDP, Arkansas",570,447,123,05,74270,21.578947368421055
"Reed town, Arkansas",124,111,13,05,58880,10.483870967741936
"Bluff City town, Arkansas",70,52,18,05,07270,25.71428571428571
"De Queen city, Arkansas",2073,1775,298,05,18490,14.37530149541727
"Ben Lomond town, Arkansas",61,43,18,05,05260,29.508196721311474
"Cave City city, Arkansas",1056,919,137,05,12280,12.973484848484848
"Newark city, Arkansas",593,470,123,05,49010,20.741989881956155
"Gosnell city, Arkansas",1513,1302,211,05,27700,13.945803040317251
"Whelen Springs town, Arkansas",20,12,8,05,74930,40.0
"Altheimer city, Arkansas",443,312,131,05,01150,29.571106094808126
"White Hall city, Arkansas",2112,1892,220,05,75170,10.416666666666668
"Minturn town, Arkansas",45,45,0,05,46100,0.0
"North Little Rock city, Arkansas",31629,26612,5017,05,50450,15.86202535647665
"Sweet Home CDP, Arkansas",358,275,83,05,68330,23.18435754189944
"Stephens city, Arkansas",477,353,124,05,66860,25.995807127882596
"Colt city, Arkansas",260,208,52,05,14950,20.0
"Madison city, Arkansas",470,413,57,05,43280,12.127659574468085
"Palestine city, Arkansas",303,280,23,05,53150,7.590759075907591
"Cave Springs city, Arkansas",1354,1304,50,05,12340,3.6927621861152145
"Brinkley city, Arkansas",1590,1266,324,05,08950,20.37735849056604
"Alma city, Arkansas",2366,2171,195,05,00970,8.241758241758241
"Scott CDP, Arkansas",22,22,0,05,62900,0.0
"Woodson CDP, Arkansas",181,110,71,05,76730,39.226519337016576
"Corning city, Arkansas",1790,1426,364,05,15460,20.335195530726256
"Texarkana city, Arkansas",13444,11625,1819,05,68810,13.530199345432905
"Lonoke city, Arkansas",1742,1633,109,05,41420,6.257175660160735
"Chenega CDP, Alaska",41,14,27,02,12970,65.85365853658537
"Eudora city, Arkansas",1019,872,147,05,22180,14.425907752698725
"Kingsland city, Arkansas",224,181,43,05,36880,19.196428571428573
"Nelchina CDP, Alaska",49,38,11,02,52915,22.448979591836736
"Copper Center CDP, Alaska",212,77,135,02,17300,63.67924528301887
"Mendeltna CDP, Alaska",56,26,30,02,48200,53.57142857142857
"Silver Springs CDP, Alaska",77,40,37,02,70320,48.05194805194805
"Alakanuk city, Alaska",185,168,17,02,01200,9.18918918918919
"Anderson city, Alaska",147,50,97,02,03220,65.98639455782312
"Anaktuvuk Pass city, Alaska",108,74,34,02,02080,31.48148148148148
"Nuiqsut city, Alaska",129,106,23,02,56320,17.829457364341085
"False Pass city, Alaska",57,36,21,02,24660,36.84210526315789
"Santa Rosa CDP, Arizona",218,167,51,04,64310,23.394495412844037
"Lukachukai CDP, Arizona",729,385,344,04,42660,47.18792866941015
"St. Michaels CDP, Arizona",562,316,246,04,62420,43.77224199288256
"Hotevilla-Bacavi CDP, Arizona",380,261,119,04,33945,31.31578947368421
"Snowflake town, Arizona",1653,1554,99,04,67800,5.9891107078039925
"Quartzsite town, Arizona",4099,2168,1931,04,58010,47.109050988045865
"Kingman city, Arizona",12709,11303,1406,04,37620,11.063026201904162
"Mesquite Creek CDP, Arizona",282,240,42,04,46087,14.893617021276595
"New Kingman-Butler CDP, Arizona",6343,5289,1054,04,49270,16.61674286615166
"Globe city, Arizona",3452,2834,618,04,28030,17.902665121668598
"Apache Junction city, Arizona",22456,17056,5400,04,02830,24.047025293908085
"Cave Creek town, Arizona",3149,2615,534,04,11300,16.957764369641158
"Peoria city, Arizona",64631,58201,6430,04,54050,9.94878618619548
"Queen Creek town, Arizona",12405,10846,1559,04,58150,12.56751309955663
"Fredonia town, Arizona",559,443,116,04,25720,20.75134168157424
"Page city, Arizona",2799,2347,452,04,51810,16.148624508753127
"Willow Valley CDP, Arizona",1340,474,866,04,83570,64.62686567164178
"Seligman CDP, Arizona",272,200,72,04,65420,26.47058823529412
"Cordes Lakes CDP, Arizona",1374,1160,214,04,15765,15.574963609898107
"Cottonwood city, Arizona",5887,5253,634,04,16410,10.76949210124002
"Claypool CDP, Arizona",657,491,166,04,13960,25.266362252663622
"Payson town, Arizona",9125,6853,2272,04,53700,24.898630136986302
"Bluewater CDP, Arizona",765,466,299,04,07025,39.08496732026144
"Wenden CDP, Arizona",283,170,113,04,81550,39.92932862190813
"Chandler city, Arizona",95052,88987,6065,04,12000,6.3807179228211925
"El Mirage city, Arizona",11496,10478,1018,04,22220,8.855254001391788
"Glendale city, Arizona",90600,82455,8145,04,27820,8.990066225165563
"Mesa city, Arizona",209537,178390,31147,04,46000,14.86467783732706
"Wickenburg town, Arizona",3820,3313,507,04,82740,13.272251308900524
"Flagstaff city, Arizona",27452,23610,3842,04,23620,13.995337316042548
"Bitter Springs CDP, Arizona",153,117,36,04,06470,23.52941176470588
"Kachina Village CDP, Arizona",1531,1003,528,04,36475,34.48726322664925
"Phoenix city, Arizona",614870,555013,59857,04,55000,9.734903312895408
"Pima town, Arizona",989,795,194,04,55560,19.61577350859454
"Mountainaire CDP, Arizona",633,408,225,04,47820,35.54502369668246
"Gilbert town, Arizona",80626,75509,5117,04,27400,6.346587949296753
"Bouse CDP, Arizona",941,534,407,04,07310,43.251859723698196
"Williams city, Arizona",1416,1224,192,04,83160,13.559322033898304
"Strawberry CDP, Arizona",1199,421,778,04,70040,64.88740617180983
"Safford city, Arizona",4128,3308,820,04,62000,19.864341085271317
"Peach Springs CDP, Arizona",378,335,43,04,53770,11.375661375661375
"Show Low city, Arizona",7589,4287,3302,04,66470,43.51034391882989
"San Manuel CDP, Arizona",1640,1352,288,04,63540,17.560975609756095
"Vail CDP, Arizona",4353,4154,199,04,78540,4.571559843785895
"Mohave Valley CDP, Arizona",1269,1004,265,04,47400,20.882584712371948
"Gila Bend town, Arizona",769,626,143,04,27050,18.59557867360208
"Somerton city, Arizona",4860,4586,274,04,68080,5.637860082304527
"Mojave Ranch Estates CDP, Arizona",11,9,2,04,47495,18.181818181818183
"Leupp CDP, Arizona",313,296,17,04,40630,5.431309904153355
"Kayenta CDP, Arizona",1881,1321,560,04,36990,29.771398192450825
"Sierra Vista Southeast CDP, Arizona",7017,6296,721,04,66845,10.275046316089496
"Corona de Tucson CDP, Arizona",2738,2571,167,04,16030,6.099342585829072
"Parkin city, Arkansas",500,388,112,05,53600,22.400000000000002
"Van Buren city, Arkansas",9507,8802,705,05,71480,7.4155885137267274
"Salem city, Arkansas",866,756,110,05,62150,12.702078521939955
"Imboden town, Arkansas",350,309,41,05,34150,11.714285714285715
"Sedgwick town, Arkansas",106,86,20,05,63110,18.867924528301888
"Booneville city, Arkansas",1679,1442,237,05,07720,14.115544967242405
"Magazine city, Arkansas",406,351,55,05,43310,13.546798029556651
"Marmaduke city, Arkansas",575,516,59,05,44240,10.26086956521739
"Humphrey city, Arkansas",261,222,39,05,33850,14.942528735632186
"Marshall city, Arkansas",877,668,209,05,44300,23.831242873432153
"Pindall town, Arkansas",67,41,26,05,55280,38.80597014925373
"Rudy town, Arkansas",78,78,0,05,61460,0.0
"Hatfield town, Arkansas",207,161,46,05,30700,22.22222222222222
"Dover city, Arkansas",771,714,57,05,19600,7.392996108949417
"Russellville city, Arkansas",11429,9935,1494,05,61670,13.072009799632514
"Fordyce city, Arkansas",1959,1489,470,05,24220,23.991832567636546
"Sparkman city, Arkansas",261,185,76,05,65900,29.118773946360154
"Daisy town, Arkansas",114,41,73,05,17140,64.03508771929825
"Hughes city, Arkansas",692,563,129,05,33760,18.641618497109828
"Swifton city, Arkansas",420,363,57,05,68360,13.571428571428571
"Tupelo town, Arkansas",75,55,20,05,70340,26.666666666666668
"Mineral Springs city, Arkansas",476,432,44,05,46040,9.243697478991598
"Hot Springs city, Arkansas",19458,15359,4099,05,33400,21.06588549696783
"Lake View city, Arkansas",238,181,57,05,38110,23.949579831932773
"Gravette city, Arkansas",1509,1311,198,05,28360,13.12127236580517
"Valley Springs town, Arkansas",71,59,12,05,71390,16.901408450704224
"Marion city, Arkansas",4965,4474,491,05,44180,9.889224572004029
"Coal Hill city, Arkansas",558,460,98,05,14500,17.562724014336915
"Branch city, Arkansas",158,134,24,05,08440,15.18987341772152
"Sulphur Rock town, Arkansas",248,218,30,05,67730,12.096774193548388
"Datto town, Arkansas",46,38,8,05,17410,17.391304347826086
"Nimmons town, Arkansas",43,33,10,05,49820,23.25581395348837
"Gassville city, Arkansas",989,867,122,05,26050,12.335692618806876
"Zinc town, Arkansas",39,29,10,05,77600,25.64102564102564
"Anthonyville town, Arkansas",74,59,15,05,01457,20.27027027027027
"Russell town, Arkansas",129,102,27,05,61640,20.930232558139537
"Aubrey town, Arkansas",98,70,28,05,02680,28.57142857142857
"Haynes town, Arkansas",77,65,12,05,30880,15.584415584415584
"Casa town, Arkansas",78,57,21,05,11890,26.923076923076923
"Jericho town, Arkansas",26,19,7,05,35140,26.923076923076923
"Bono city, Arkansas",1060,936,124,05,07630,11.69811320754717
"Houston town, Arkansas",117,80,37,05,33490,31.62393162393162
"Paris city, Arkansas",1647,1438,209,05,53480,12.689738919247114
"Ratcliff city, Arkansas",108,94,14,05,58160,12.962962962962962
"Almyra town, Arkansas",132,109,23,05,01030,17.424242424242426
"Gillett city, Arkansas",417,308,109,05,26980,26.139088729016784
"Biggers town, Arkansas",164,126,38,05,06040,23.170731707317074
"Centerton city, Arkansas",4567,4425,142,05,12820,3.1092620976571053
"LaGrange town, Arkansas",46,26,20,05,37720,43.47826086956522
"Grady city, Arkansas",234,153,81,05,27790,34.61538461538461
"Lynn town, Arkansas",129,99,30,05,42260,23.25581395348837
"Paragould city, Arkansas",11476,10692,784,05,53390,6.831648658069013
"Ravenden town, Arkansas",236,206,30,05,58250,12.711864406779661
"Strawberry town, Arkansas",167,133,34,05,67250,20.35928143712575
"Stuttgart city, Arkansas",4346,3767,579,05,67490,13.322595490105845
"Mount Pleasant town, Arkansas",217,176,41,05,47900,18.89400921658986
"Bodcaw town, Arkansas",96,79,17,05,07450,17.708333333333336
"St. Joe town, Arkansas",95,63,32,05,62030,33.68421052631579
"Ola city, Arkansas",599,408,191,05,51560,31.886477462437394
"McAlmont CDP, Arkansas",964,681,283,05,42350,29.356846473029048
"Sherwood city, Arkansas",13432,12127,1305,05,63800,9.71560452650387
"Wrightsville city, Arkansas",375,253,122,05,76970,32.53333333333333
"Tanque Verde CDP, Arizona",7040,6345,695,04,72000,9.872159090909092
"Eagar town, Arizona",2213,1664,549,04,20960,24.807953004970628
"Pisinemo CDP, Arizona",106,77,29,04,56470,27.358490566037734
"Whiteriver CDP, Arizona",1100,922,178,04,82530,16.18181818181818
"Catalina CDP, Arizona",3223,2985,238,04,11160,7.384424449270865
"Green Valley CDP, Arizona",18076,13162,4914,04,29710,27.18521796857712
"Tucson city, Arizona",238177,210816,27361,04,77000,11.487675132359549
"Valencia West CDP, Arizona",4124,3782,342,04,78760,8.292919495635305
"Fortuna Foothills CDP, Arizona",20563,13500,7063,04,25030,34.34810095803142
"Casa Grande city, Arizona",22013,18196,3817,04,10530,17.339753781856178
"LeChee CDP, Arizona",447,360,87,04,40415,19.463087248322147
"Dewey-Humboldt town, Arizona",1809,1638,171,04,19145,9.45273631840796
"Maricopa city, Arizona",17442,14573,2869,04,44410,16.44880174291939
"Ali Chukson CDP, Arizona",57,17,40,04,01570,70.17543859649122
"Ali Molina CDP, Arizona",25,18,7,04,01620,28.000000000000004
"Alpine CDP, Arizona",222,72,150,04,01920,67.56756756756756
"Anegam CDP, Arizona",44,39,5,04,02270,11.363636363636363
"Antares CDP, Arizona",64,59,5,04,02410,7.8125
"Anthem CDP, Arizona",9470,8103,1367,04,02430,14.4350580781415
"Arivaca CDP, Arizona",534,382,152,04,03320,28.46441947565543
"Arivaca Junction CDP, Arizona",412,346,66,04,03380,16.019417475728158
"Arlington CDP, Arizona",85,64,21,04,04020,24.705882352941178
"Avenue B and C CDP, Arizona",1869,1344,525,04,04710,28.08988764044944
"Aztec CDP, Arizona",16,0,16,04,04930,100.0
"Bear Flat CDP, Arizona",48,0,48,04,05450,100.0
"Beaver Dam CDP, Arizona",1390,856,534,04,05490,38.41726618705036
"Beaver Valley CDP, Arizona",265,119,146,04,05495,55.094339622641506
"Beyerville CDP, Arizona",52,34,18,04,05970,34.61538461538461
"Bowie CDP, Arizona",222,150,72,04,07380,32.432432432432435
"Brenda CDP, Arizona",396,200,196,04,07590,49.494949494949495
"Bryce CDP, Arizona",26,26,0,04,07915,0.0
"Buckshot CDP, Arizona",34,13,21,04,08020,61.76470588235294
"Bylas CDP, Arizona",451,379,72,04,08710,15.96452328159645
"Cactus Flats CDP, Arizona",567,409,158,04,08920,27.86596119929453
"Cactus Forest CDP, Arizona",430,357,73,04,08990,16.97674418604651
"Campo Bonito CDP, Arizona",102,102,0,04,09580,0.0
"Cane Beds CDP, Arizona",189,98,91,04,09900,48.148148148148145
"Carrizo CDP, Arizona",17,17,0,04,10320,0.0
"Casa Blanca CDP, Arizona",470,318,152,04,10460,32.340425531914896
"Cedar Creek CDP, Arizona",151,136,15,04,11370,9.933774834437086
"Centennial Park CDP, Arizona",241,217,24,04,11500,9.95850622406639
"Central CDP, Arizona",162,142,20,04,11580,12.345679012345679
"Charco CDP, Arizona",37,18,19,04,12150,51.35135135135135
"Chiawuli Tak CDP, Arizona",0,0,0,04,12560,
"Chloride CDP, Arizona",257,202,55,04,12910,21.40077821011673
"Christopher Creek CDP, Arizona",352,78,274,04,13140,77.8409090909091
"Clay Springs CDP, Arizona",154,118,36,04,14030,23.376623376623375
"Cienega Springs CDP, Arizona",2248,890,1358,04,13540,60.40925266903915
"Citrus Park CDP, Arizona",1611,1498,113,04,13820,7.014276846679081
"Clacks Canyon CDP, Arizona",140,104,36,04,13850,25.71428571428571
"Comobabi CDP, Arizona",8,8,0,04,15080,0.0
"Concho CDP, Arizona",32,17,15,04,15150,46.875
"Copper Hill CDP, Arizona",72,0,72,04,15600,100.0
"Cornfields CDP, Arizona",64,55,9,04,15850,14.0625
"Cottonwood CDP, Arizona",84,68,16,04,16360,19.047619047619047
"Cowlic CDP, Arizona",62,38,24,04,16830,38.70967741935484
"Crozier CDP, Arizona",14,9,5,04,17460,35.714285714285715
"Crystal Beach CDP, Arizona",101,76,25,04,17500,24.752475247524753
"Kohls Ranch CDP, Arizona",231,87,144,04,38600,62.33766233766234
"Komatke CDP, Arizona",315,257,58,04,38655,18.412698412698415
"Lake of the Woods CDP, Arizona",2661,1490,1171,04,39790,44.00601277715145
"La Paz Valley CDP, Arizona",574,418,156,04,40160,27.177700348432055
"Bassett town, Arkansas",104,78,26,05,03940,25.0
"Emerson town, Arkansas",148,118,30,05,21580,20.27027027027027
"Magnolia city, Arkansas",5148,4152,996,05,43460,19.34731934731935
"Waldo city, Arkansas",817,605,212,05,72350,25.948592411260712
"Marianna city, Arkansas",1989,1574,415,05,44120,20.864756158873806
"Hoxie city, Arkansas",1271,1137,134,05,33580,10.54287962234461
"Clarksville city, Arkansas",3750,3433,317,05,14140,8.453333333333333
"Edmondson town, Arkansas",133,95,38,05,20830,28.57142857142857
"Jonesboro city, Arkansas",31389,28771,2618,05,35710,8.340501449552391
"Burdette town, Arkansas",83,75,8,05,09880,9.63855421686747
"Dell town, Arkansas",116,103,13,05,18160,11.206896551724139
"Manila city, Arkansas",1524,1318,206,05,43820,13.517060367454068
"Pine Bluff city, Arkansas",21205,16864,4341,05,55310,20.47158688988446
"Cedarville city, Arkansas",578,484,94,05,12520,16.26297577854671
"Enola town, Arkansas",144,124,20,05,21820,13.88888888888889
"Greenbrier city, Arkansas",2023,1949,74,05,28510,3.65793376173999
"Winthrop city, Arkansas",82,60,22,05,76250,26.82926829268293
"Foreman city, Arkansas",659,545,114,05,24250,17.298937784522003
"Guion town, Arkansas",74,46,28,05,29080,37.83783783783784
"Damascus town, Arkansas",181,160,21,05,17290,11.602209944751381
"Huntington city, Arkansas",277,221,56,05,33940,20.216606498194945
"Washington city, Arkansas",81,65,16,05,73370,19.753086419753085
"Bradley city, Arkansas",302,228,74,05,08290,24.503311258278146
"Buckner city, Arkansas",139,97,42,05,09550,30.215827338129497
"Highfill town, Arkansas",320,285,35,05,32200,10.9375
"Bergman town, Arkansas",238,218,20,05,05440,8.403361344537815
"Harrison city, Arkansas",6066,5369,697,05,30460,11.490273656445764
"Crawfordsville town, Arkansas",230,221,9,05,15940,3.91304347826087
"Cash town, Arkansas",123,113,10,05,11920,8.130081300813007
"Arkansas City city, Arkansas",281,189,92,05,01990,32.74021352313167
"Emmet city, Arkansas",312,262,50,05,21610,16.025641025641026
"Leslie city, Arkansas",415,314,101,05,39460,24.337349397590362
"Highland city, Arkansas",549,433,116,05,32257,21.129326047358834
"Williford town, Arkansas",60,40,20,05,75740,33.33333333333333
"Caulksville town, Arkansas",120,114,6,05,12190,5.0
"Western Grove town, Arkansas",223,179,44,05,74330,19.730941704035875
"Sherrill town, Arkansas",41,29,12,05,63740,29.268292682926827
"Black Rock city, Arkansas",348,301,47,05,06700,13.505747126436782
"Tull town, Arkansas",199,181,18,05,70220,9.045226130653267
"Wooster town, Arkansas",374,322,52,05,76820,13.903743315508022
"Mammoth Spring city, Arkansas",567,446,121,05,43670,21.340388007054674
"Decatur city, Arkansas",652,584,68,05,17740,10.429447852760736
"Bearden city, Arkansas",483,386,97,05,04420,20.082815734989648
"Chidester city, Arkansas",191,125,66,05,13750,34.55497382198953
"Cotton Plant city, Arkansas",482,322,160,05,15550,33.19502074688796
"Prairie Creek CDP, Arkansas",1165,1068,97,05,57125,8.326180257510728
"Bellefonte town, Arkansas",212,198,14,05,04900,6.60377358490566
"Tillar city, Arkansas",120,98,22,05,69230,18.333333333333332
"Mountain Home city, Arkansas",6634,5926,708,05,47390,10.672294241784746
"Perla town, Arkansas",107,96,11,05,54620,10.2803738317757
"Huntsville city, Arkansas",977,849,128,05,33970,13.101330603889458
"Kibler city, Arkansas",487,439,48,05,36670,9.856262833675565
"Camden city, Arkansas",5586,4504,1082,05,10720,19.36985320443967
"Greers Ferry city, Arkansas",912,456,456,05,28810,50.0
"Glenwood city, Arkansas",1021,853,168,05,27310,16.454456415279136
"Wheatley city, Arkansas",171,154,17,05,74840,9.941520467836257
"Pleasant Plains town, Arkansas",157,130,27,05,56270,17.197452229299362
"Clarendon city, Arkansas",943,784,159,05,13990,16.861081654294804
"Black Springs town, Arkansas",37,25,12,05,06730,32.432432432432435
"Mount Ida city, Arkansas",532,429,103,05,47690,19.360902255639097
"Fifty-Six city, Arkansas",112,60,52,05,23680,46.42857142857143
"Bauxite town, Arkansas",226,213,13,05,04090,5.752212389380531
"Lazy Y U CDP, Arizona",138,138,0,04,40400,0.0
"Linden CDP, Arizona",1500,1070,430,04,41085,28.666666666666668
"Littlefield CDP, Arizona",132,110,22,04,41470,16.666666666666664
"Lower Santan Village CDP, Arizona",76,68,8,04,42460,10.526315789473683
"Low Mountain CDP, Arizona",257,175,82,04,42590,31.906614785992215
"Lupton CDP, Arizona",8,4,4,04,42940,50.0
"McConnico CDP, Arizona",0,0,0,04,43150,
"McNeal CDP, Arizona",102,73,29,04,43570,28.431372549019606
"Maish Vaya CDP, Arizona",71,49,22,04,43920,30.985915492957744
"Maricopa Colony CDP, Arizona",199,167,32,04,44450,16.08040201005025
"Martinez Lake CDP, Arizona",614,38,576,04,44830,93.81107491856677
"Mead Ranch CDP, Arizona",106,0,106,04,45275,100.0
"Meadview CDP, Arizona",1325,509,816,04,45285,61.58490566037735
"Mesa del Caballo CDP, Arizona",380,303,77,04,46005,20.263157894736842
"Mescal CDP, Arizona",849,794,55,04,46070,6.478209658421672
"Miracle Valley CDP, Arizona",394,280,114,04,46840,28.934010152284262
"Moccasin CDP, Arizona",19,19,0,04,47190,0.0
"Nelson CDP, Arizona",162,152,10,04,49100,6.172839506172839
"Nolic CDP, Arizona",15,15,0,04,49710,0.0
"North Fork CDP, Arizona",468,428,40,04,50000,8.547008547008547
"Nutrioso CDP, Arizona",43,20,23,04,50340,53.48837209302325
"Oak Springs CDP, Arizona",26,17,9,04,50480,34.61538461538461
"Oatman CDP, Arizona",43,0,43,04,50620,100.0
"Orange Grove Mobile Manor CDP, Arizona",221,167,54,04,51465,24.43438914027149
"Oxbow Estates CDP, Arizona",164,104,60,04,51775,36.58536585365854
"Padre Ranchitos CDP, Arizona",39,39,0,04,51800,0.0
"Palominas CDP, Arizona",130,130,0,04,52230,0.0
"Picacho CDP, Arizona",179,141,38,04,55210,21.22905027932961
"Pimaco Two CDP, Arizona",399,330,69,04,55575,17.293233082706767
"Pinal CDP, Arizona",293,179,114,04,55630,38.907849829351534
"Pinedale CDP, Arizona",281,142,139,04,55840,49.46619217081851
"Pine Lake CDP, Arizona",131,48,83,04,55845,63.358778625954194
"Pinetop Country Club CDP, Arizona",4002,671,3331,04,55880,83.23338330834584
"Pinion Pines CDP, Arizona",64,64,0,04,55983,0.0
"Rainbow City CDP, Arizona",268,231,37,04,58620,13.805970149253731
"Rancho Mesa Verde CDP, Arizona",233,233,0,04,58870,0.0
"Alamo Lake CDP, Arizona",21,7,14,04,01170,66.66666666666666
"Rillito CDP, Arizona",27,0,27,04,59900,100.0
"Aguila CDP, Arizona",254,190,64,04,00730,25.196850393700785
