,NAME,GEO_ID,2000,2010,2015
22339,"Encampment town, Wyoming",1600000US5624750,450,261,455
22340,"Fox Park CDP, Wyoming",1600000US5629400,22,,0
22341,"Arlington CDP, Wyoming",1600000US5603245,25,44,33
22342,"Carpenter CDP, Wyoming",1600000US5612860,94,194,271
22343,"Freedom CDP, Wyoming",1600000US5630115,214,0,416
22344,"Thayne town, Wyoming",1600000US5676370,366,414,457
22345,"Garland CDP, Wyoming",1600000US5630985,115,50,106
22346,"Slater CDP, Wyoming",1600000US5671295,80,51,83
22347,"James Town CDP, Wyoming",1600000US5640265,536,526,576
22348,"Meeteetse town, Wyoming",1600000US5651720,327,342,314
22349,"Baggs town, Wyoming",1600000US5604740,440,342,393
22350,"Saratoga town, Wyoming",1600000US5668685,1690,1789,1851
22351,"Lusk town, Wyoming",1600000US5648530,1567,1747,1755
22352,"Lost Springs town, Wyoming",1600000US5647805,4,0,5
22353,"South Greeley CDP, Wyoming",1600000US5671800,4217,4820,4478
22354,"Arapahoe CDP, Wyoming",1600000US5603000,1656,1527,1572
22355,"Moose Wilson Road CDP, Wyoming",1600000US5654402,1821,1844,1836
22356,"Carter CDP, Wyoming",1600000US5613005,10,0,0
22357,"Casper Mountain CDP, Wyoming",1600000US5613222,401,340,373
22358,"Chugwater town, Wyoming",1600000US5614165,212,221,269
22359,"Sleepy Hollow CDP, Wyoming",1600000US5671350,1308,1156,1245
22360,"Etna CDP, Wyoming",1600000US5625475,164,176,259
22361,"Bear River town, Wyoming",1600000US5605625,518,752,674
22362,"Rafter J Ranch CDP, Wyoming",1600000US5663100,1075,1465,1535
22363,"Lovell town, Wyoming",1600000US5647950,2360,2378,2361
22364,"Manderson town, Wyoming",1600000US5649980,114,57,110
22365,"Elk Mountain town, Wyoming",1600000US5624025,191,233,156
22366,"Rawlins city, Wyoming",1600000US5663900,9259,9078,9155
22367,"Centennial CDP, Wyoming",1600000US5613440,270,368,180
22368,"East Thermopolis town, Wyoming",1600000US5622720,254,344,307
22369,"Lucerne CDP, Wyoming",1600000US5648240,535,532,680
22370,"Riverton city, Wyoming",1600000US5666220,10615,10246,10915
22371,"Grover CDP, Wyoming",1600000US5634030,147,77,273
22372,"Alpine Northeast CDP, Wyoming",1600000US5601888,196,8,11
22373,"Diamondville town, Wyoming",1600000US5620110,737,781,644
22374,"Fairview CDP, Wyoming",1600000US5625910,275,193,387
22375,"Taylor CDP, Wyoming",1600000US5675572,90,98,61
22376,"Lyman town, Wyoming",1600000US5648675,2115,1770,2249
22377,"Thermopolis town, Wyoming",1600000US5676515,3009,3116,2832
22378,"Boulder Flats CDP, Wyoming",1600000US5609307,408,468,407
22379,"Hartville town, Wyoming",1600000US5635625,62,78,83
22380,"Cora CDP, Wyoming",1600000US5617210,142,271,0
22381,"Daniel CDP, Wyoming",1600000US5618950,150,86,308
22382,"Pinedale town, Wyoming",1600000US5661580,2030,1949,1865
22383,"Clearmont town, Wyoming",1600000US5615325,142,82,138
22384,"Fort Laramie town, Wyoming",1600000US5628230,230,172,210
22385,"Hawk Springs CDP, Wyoming",1600000US5636060,45,19,26
22386,"Huntley CDP, Wyoming",1600000US5639250,30,17,0
22387,"Bessemer Bend CDP, Wyoming",1600000US5606407,199,228,166
22388,"Casper city, Wyoming",1600000US5613150,55316,54139,58817
22389,"Edgerton town, Wyoming",1600000US5623155,195,206,327
22390,"Wilson CDP, Wyoming",1600000US5683765,1482,1406,1645
22391,"Big Horn CDP, Wyoming",1600000US5606770,490,645,427
22392,"Hoback CDP, Wyoming",1600000US5637945,1176,1294,1274
22393,"Hyattville CDP, Wyoming",1600000US5639395,75,62,44
22394,"Cheyenne city, Wyoming",1600000US5613900,59466,57935,62195
22395,"South Park CDP, Wyoming",1600000US5671947,1731,1109,1681
22396,"Basin town, Wyoming",1600000US5605320,1285,1060,1392
22397,"Greybull town, Wyoming",1600000US5633885,1847,1670,2089
22398,"Woods Landing-Jelm CDP, Wyoming",1600000US5684852,97,142,43
22399,"Kirby town, Wyoming",1600000US5642730,92,121,67
22400,"Pine Haven town, Wyoming",1600000US5661610,490,310,468
22401,"Lander city, Wyoming",1600000US5644760,7487,7297,7758
22402,"Bedford CDP, Wyoming",1600000US5606045,201,0,38
22403,"Oakley CDP, Wyoming",1600000US5657375,49,72,0
22404,"Smoot CDP, Wyoming",1600000US5671440,195,139,278
22405,"Guernsey town, Wyoming",1600000US5634320,1147,1147,1124
22406,"Evansville town, Wyoming",1600000US5625765,2544,2476,2836
22407,"Powder River CDP, Wyoming",1600000US5662305,44,7,0
22408,"Y-O Ranch CDP, Wyoming",1600000US5686737,195,235,124
22409,"Big Piney town, Wyoming",1600000US5607060,552,695,530
22410,"Burns town, Wyoming",1600000US5611265,301,391,266
22411,"Warren AFB CDP, Wyoming",1600000US5681640,3072,2888,2634
22412,"Gillette city, Wyoming",1600000US5631855,29087,27141,31634
22413,"Wright town, Wyoming",1600000US5685015,1807,1843,2255
22414,"Riverside town, Wyoming",1600000US5666075,52,32,57
22415,"Kaycee town, Wyoming",1600000US5641353,263,385,234
22416,"Albin town, Wyoming",1600000US5600825,181,102,152
22417,"Pine Bluffs town, Wyoming",1600000US5661435,1129,1036,1131
22418,"Fort Bridger CDP, Wyoming",1600000US5627940,345,221,249
22419,"Robertson CDP, Wyoming",1600000US5666655,97,97,139
22420,"Hulett town, Wyoming",1600000US5639105,383,487,396
22421,"Sundance town, Wyoming",1600000US5674195,1182,1289,1401
22422,"Hudson town, Wyoming",1600000US5638960,458,444,517
22423,"Johnstown CDP, Wyoming",1600000US5640945,242,252,306
22424,"Pavillion town, Wyoming",1600000US5660130,231,155,244
22425,"Lance Creek CDP, Wyoming",1600000US5644615,43,23,27
22426,"Alcova CDP, Wyoming",1600000US5601115,76,30,0
22427,"Bar Nunn town, Wyoming",1600000US5605245,2213,1932,2573
22428,"Farson CDP, Wyoming",1600000US5626055,313,274,425
22429,"Reliance CDP, Wyoming",1600000US5665060,714,707,587
22430,"Superior town, Wyoming",1600000US5674775,336,213,265
22431,"Homa Hills CDP, Wyoming",1600000US5638307,278,339,281
22432,"Powell city, Wyoming",1600000US5662450,6314,6125,6408
22433,"Newcastle city, Wyoming",1600000US5656215,3532,3471,3502
22434,"Random Lake village, Wisconsin",1600000US5566200,1594,1514,1550
22435,"Hancock village, Wisconsin",1600000US5532450,417,359,344
22436,"Denmark village, Wisconsin",1600000US5519700,2123,2049,2080
22437,"Twin Lakes village, Wisconsin",1600000US5581250,5989,5901,6031
22438,"Eagle Lake CDP, Wisconsin",1600000US5521525,1192,1083,1229
22439,"Union Grove village, Wisconsin",1600000US5581775,4915,4859,4891
22440,"Waterford village, Wisconsin",1600000US5583825,5368,5161,5348
22441,"Two Rivers city, Wisconsin",1600000US5581325,11712,11873,11500
22442,"Whitelaw village, Wisconsin",1600000US5586775,757,764,692
22443,"Glenwood City city, Wisconsin",1600000US5529625,1242,1129,1267
22444,"Unity village, Wisconsin",1600000US5581850,343,388,337
22445,"Oconto Falls city, Wisconsin",1600000US5559400,2891,2907,2859
22446,"Cazenovia village, Wisconsin",1600000US5513300,318,322,407
22447,"Piedmont city, Missouri",1600000US2957422,1977,2013,2246
22448,"Vienna city, Missouri",1600000US2976102,610,1039,721
22449,"Clyde village, Missouri",1600000US2915130,82,91,90
22450,"Guilford town, Missouri",1600000US2929692,85,53,54
22451,"Pickering town, Missouri",1600000US2957404,160,204,174
22452,"Harris town, Missouri",1600000US2930466,61,92,46
22453,"Humphreys village, Missouri",1600000US2933742,118,66,108
22454,"Milan city, Missouri",1600000US2948062,1960,2094,2110
22455,"Newtown town, Missouri",1600000US2952328,183,222,218
22456,"Clark city, Missouri",1600000US2914068,298,350,261
22457,"Whiteman AFB CDP, Missouri",1600000US2979432,2556,3347,3893
22458,"Ash Grove city, Missouri",1600000US2902188,1472,1680,1567
22459,"Centerview city, Missouri",1600000US2912682,267,201,253
22460,"Annada village, Missouri",1600000US2901252,29,5,42
22461,"Irena village, Missouri",1600000US2935324,18,15,23
22462,"Centerville city, Missouri",1600000US2912718,191,174,244
22463,"Burlington Junction city, Missouri",1600000US2909838,537,615,468
22464,"Conception Junction town, Missouri",1600000US2915922,198,203,210
22465,"Osgood village, Missouri",1600000US2955424,48,40,19
22466,"Village of Four Seasons village, Missouri",1600000US2976157,2217,1663,2218
22467,"Atlanta city, Missouri",1600000US2902422,385,442,512
22468,"South Gifford village, Missouri",1600000US2968852,50,62,49
22469,"Boonville city, Missouri",1600000US2907318,8319,8391,8350
22470,"Tightwad village, Missouri",1600000US2973240,69,34,62
22471,"Concordia city, Missouri",1600000US2916102,2450,2405,2373
22472,"Higginsville city, Missouri",1600000US2931960,4797,4810,4706
22473,"Mayview city, Missouri",1600000US2946964,212,347,335
22474,"Waverly city, Missouri",1600000US2977866,849,913,823
22475,"California city, Missouri",1600000US2910468,4278,4238,4351
22476,"Ellington city, Missouri",1600000US2921844,987,1068,1119
22477,"Browning city, Missouri",1600000US2908884,265,225,241
22478,"Greencastle city, Missouri",1600000US2929116,275,268,330
22479,"Pollock village, Missouri",1600000US2958898,89,158,40
22480,"Urbana city, Missouri",1600000US2975310,417,424,376
22481,"West Plains city, Missouri",1600000US2978928,11986,11759,12230
22482,"Alexandria city, Missouri",1600000US2900604,159,198,142
22483,"Lewis and Clark Village town, Missouri",1600000US2941834,132,121,122
22484,"Ellsinore city, Missouri",1600000US2921916,446,574,502
22485,"Carthage city, Missouri",1600000US2911656,14378,14114,14278
22486,"Lake Waukomis city, Missouri",1600000US2940322,870,981,885
22487,"Clarksburg city, Missouri",1600000US2914140,334,287,256
22488,"Wayland city, Missouri",1600000US2977920,533,500,537
22489,"Highlandville city, Missouri",1600000US2932068,911,770,1040
22490,"Fairfax city, Missouri",1600000US2923266,638,767,664
22491,"Westboro city, Missouri",1600000US2978622,141,157,181
22492,"St. Martins city, Missouri",1600000US2965018,1140,1117,1223
22493,"Taos city, Missouri",1600000US2972304,878,891,1233
22494,"Eagleville town, Missouri",1600000US2920674,316,265,264
22495,"Weldon Spring city, Missouri",1600000US2978314,5443,5463,5517
22496,"Stewartsville city, Missouri",1600000US2970738,750,775,767
22497,"Grain Valley city, Missouri",1600000US2928090,12854,11428,13134
22498,"Stoutland city, Missouri",1600000US2971008,192,253,171
22499,"Pendleton village, Missouri",1600000US2956882,43,88,23
22500,"McCord Bend village, Missouri",1600000US2944829,297,316,280
22501,"Schell City city, Missouri",1600000US2966134,249,303,241
22502,"Camden city, Missouri",1600000US2910738,191,166,242
22503,"Henrietta city, Missouri",1600000US2931654,369,359,303
22504,"Wineglass CDP, Montana",1600000US3080975,256,86,386
22505,"Yaak CDP, Montana",1600000US3082130,248,161,260
22506,"Zortman CDP, Montana",1600000US3082675,69,71,23
22507,"Alzada CDP, Montana",1600000US3001300,29,7,21
22508,"Amsterdam CDP, Montana",1600000US3001525,180,181,155
22509,"Biddle CDP, Montana",1600000US3005650,41,34,20
22510,"Boyd CDP, Montana",1600000US3008800,35,46,20
22511,"Babb CDP, Montana",1600000US3003250,174,118,149
22512,"Belknap CDP, Montana",1600000US3005050,158,101,189
22513,"Batavia CDP, Montana",1600000US3004230,385,360,367
22514,"Bear Dance CDP, Montana",1600000US3004410,275,297,261
22515,"Brady CDP, Montana",1600000US3009250,140,190,174
22516,"Bridger CDP, Montana",1600000US3009500,30,91,11
22517,"Bynum CDP, Montana",1600000US3011500,31,92,39
22518,"Hamilton city, Montana",1600000US3033775,4348,4326,4501
22519,"Stevensville town, Montana",1600000US3071200,1809,2199,2048
22520,"Coram CDP, Montana",1600000US3017500,539,413,585
22521,"Hungry Horse CDP, Montana",1600000US3038125,826,919,757
22522,"Gardiner CDP, Montana",1600000US3029950,875,850,1099
22523,"Wilsall CDP, Montana",1600000US3080875,178,148,198
22524,"Jordan town, Montana",1600000US3039925,343,502,332
22525,"Anaconda-Deer Lodge County, Montana",1600000US3001675,9298,9270,9211
22526,"Baker city, Montana",1600000US3003475,1741,1851,1838
22527,"Bozeman city, Montana",1600000US3008950,37280,36440,40319
22528,"Manhattan town, Montana",1600000US3047575,1520,1396,1191
22529,"Sidney city, Montana",1600000US3067900,5191,5052,6216
22530,"West Glendive CDP, Montana",1600000US3079086,1948,1996,2067
22531,"Chinook city, Montana",1600000US3014575,1203,1418,1058
22532,"Lodge Grass town, Montana",1600000US3044275,428,467,325
22533,"Pryor CDP, Montana",1600000US3059950,618,958,630
22534,"Park City CDP, Montana",1600000US3056575,983,1023,1014
22535,"Billings city, Montana",1600000US3006550,104170,101549,108134
22536,"Lockwood CDP, Montana",1600000US3044200,6797,6580,7437
22537,"Basin CDP, Montana",1600000US3004150,212,164,227
22538,"Montana City CDP, Montana",1600000US3051175,2715,2505,2793
22539,"Fort Smith CDP, Montana",1600000US3028650,161,174,37
22540,"Reed Point CDP, Montana",1600000US3061900,193,211,232
22541,"Shepherd CDP, Montana",1600000US3067525,516,662,564
22542,"Worden CDP, Montana",1600000US3081925,577,553,749
22543,"Fort Shaw CDP, Montana",1600000US3028600,280,417,161
22544,"Sunburst town, Montana",1600000US3072175,375,425,254
22545,"Evergreen CDP, Montana",1600000US3025075,7616,7446,6955
22546,"Melstone town, Montana",1600000US3049000,96,107,82
22547,"Clinton CDP, Montana",1600000US3015475,1052,807,1127
22548,"Frenchtown CDP, Montana",1600000US3029350,1825,1162,1657
22549,"Lewistown city, Montana",1600000US3043375,5901,5954,5883
22550,"Lincoln CDP, Montana",1600000US3043675,1013,881,829
22551,"Drummond town, Montana",1600000US3021850,309,346,377
22552,"Big Sandy town, Montana",1600000US3006250,598,654,677
22553,"Dorchester village, Nebraska",1600000US3113435,586,471,525
22554,"Tekamah city, Nebraska",1600000US3148515,1736,1522,1830
22555,"David City city, Nebraska",1600000US3112315,2906,2817,2862
22556,"Cordova village, Nebraska",1600000US3110495,137,46,109
22557,"Offutt AFB CDP, Nebraska",1600000US3135875,4644,4581,4919
22558,"Virginia village, Nebraska",1600000US3150790,60,72,44
22559,"Shelby village, Nebraska",1600000US3144595,714,763,766
22560,"Wisner city, Nebraska",1600000US3153450,1170,1124,1313
22561,"Western village, Nebraska",1600000US3152295,235,250,311
22562,"Belleplain CDP, New Jersey",1600000US3404660,597,609,584
22563,"Blairstown CDP, New Jersey",1600000US3406130,515,751,540
22564,"Blawenburg CDP, New Jersey",1600000US3406190,280,438,343
22565,"Bradley Gardens CDP, New Jersey",1600000US3407000,14206,14398,13994
22566,"Brainards CDP, New Jersey",1600000US3407120,202,291,189
22567,"Bridgeville CDP, New Jersey",1600000US3407660,106,14,173
22568,"Blackwells Mills CDP, New Jersey",1600000US3406025,803,698,503
22569,"Broadway CDP, New Jersey",1600000US3408020,244,375,194
22570,"Brookdale CDP, New Jersey",1600000US3408110,9239,9185,9813
22571,"Brookfield CDP, New Jersey",1600000US3408140,675,745,638
22572,"Buttzville CDP, New Jersey",1600000US3409100,146,199,165
22573,"Byram Center CDP, New Jersey",1600000US3409170,90,13,39
22574,"Clyde CDP, New Jersey",1600000US3413990,213,240,253
22575,"Columbia CDP, New Jersey",1600000US3414590,229,279,331
22576,"Delaware CDP, New Jersey",1600000US3417200,150,171,78
22577,"Delaware Park CDP, New Jersey",1600000US3417260,700,856,728
22578,"East Franklin CDP, New Jersey",1600000US3419130,8669,7710,7493
22579,"East Millstone CDP, New Jersey",1600000US3419330,579,814,481
22580,"Burleigh CDP, New Jersey",1600000US3408890,725,642,404
22581,"East Rocky Hill CDP, New Jersey",1600000US3419490,469,310,208
22582,"Ellisburg CDP, New Jersey",1600000US3421120,4413,4488,4301
22583,"Finderne CDP, New Jersey",1600000US3423310,5600,6180,6333
22584,"Finesville CDP, New Jersey",1600000US3423340,175,160,210
22585,"Franklin Center CDP, New Jersey",1600000US3424965,4460,3921,4275
22586,"Franklin Park CDP, New Jersey",1600000US3425020,13295,12624,15238
22587,"Great Meadows CDP, New Jersey",1600000US3427360,303,255,316
22588,"Green Knoll CDP, New Jersey",1600000US3427840,6200,5571,6403
22589,"Elwood CDP, New Jersey",1600000US3421420,1437,1752,1635
22590,"Greenwich CDP, New Jersey",1600000US3428250,2755,2660,2586
22591,"Griggstown CDP, New Jersey",1600000US3428470,819,888,911
22592,"Groveville CDP, New Jersey",1600000US3428620,2945,3576,2879
22593,"Hainesburg CDP, New Jersey",1600000US3428920,91,182,70
22594,"Hamilton Square CDP, New Jersey",1600000US3429370,12784,13441,13456
22595,"Hancocks Bridge CDP, New Jersey",1600000US3429520,254,308,210
22596,"Harlingen CDP, New Jersey",1600000US3429940,297,423,188
22597,"Harmony CDP, New Jersey",1600000US3430060,441,394,382
22598,"Hope CDP, New Jersey",1600000US3433030,195,210,193
22599,"Belle Mead CDP, New Jersey",1600000US3404630,216,124,189
22600,"Hutchinson CDP, New Jersey",1600000US3433690,135,155,126
22601,"Johnsonburg CDP, New Jersey",1600000US3436150,101,155,95
22602,"Woodland Park borough, New Jersey",1600000US3482423,11819,11609,12267
22603,"Allamuchy CDP, New Jersey",1600000US3400640,78,25,116
22604,"Tenafly borough, New Jersey",1600000US3472420,14488,14276,14788
22605,"Westwood borough, New Jersey",1600000US3480270,10908,10873,11140
22606,"West New York town, New Jersey",1600000US3479610,49708,48401,51860
22607,"Clearbrook Park CDP, New Jersey",1600000US3413399,2667,2757,2713
22608,"Guttenberg town, New Jersey",1600000US3428650,11176,10960,11595
22609,"River Edge borough, New Jersey",1600000US3463360,11340,11199,11566
22610,"East Newark borough, New Jersey",1600000US3419360,2406,2378,2577
22611,"Highland Park borough, New Jersey",1600000US3431470,13982,13990,14263
22612,"Metuchen borough, New Jersey",1600000US3445690,13574,13431,13765
22613,"National Park borough, New Jersey",1600000US3449680,3036,3109,3005
